id,name,age,email,start_date,end_date,source_system,record_type,region
5903,Person 5903,71,user5903@example.com,2024-06-01,2024-01-01,MODERN,STREAM,APAC
5904,Person 5904,74,user5904@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5905,Person 5905,63,user5905@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5906,Person 5906,46,user5906@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5907,Person 5907,25,user5907@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5908,Person 5908,37,user5908@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5909,Person 5909,90,user5909@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5910,Person 5910,55,user5910@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5911,Person 5911,50,user5911@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5912,Person 5912,21,user5912@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5913,Person 5913,76,user5913@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5914,Person 5914,69,user5914@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5915,Person 5915,64,user5915@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5916,Person 5916,33,user5916@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5917,Person 5917,28,user5917@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5918,Person 5918,72,user5918-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5919,Person 5919,25,user5919@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5920,Person 5920,88,user5920@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5921,Person 5921,47,user5921@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5922,Person 5922,-18,user5922@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5923,Person 5923,36,user5923@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5924,Person 5924,20,user5924@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5925,Person 5925,91,user5925@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5926,Person 5926,48,user5926-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5927,Person 5927,-5,user5927@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5928,Person 5928,-11,user5928@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5929,Person 5929,66,user5929@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
5930,Person 5930,80,user5930@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5931,Person 5931,35,user5931-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5932,Person 5932,26,user5932@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5933,Person 5933,86,user5933@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5934,Person 5934,48,user5934@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5935,Person 5935,86,user5935@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5936,Person 5936,81,user5936@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5937,Person 5937,76,user5937@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5938,Person 5938,60,user5938@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5939,Person 5939,947,user5939@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5940,Person 5940,39,user5940@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5941,Person 5941,28,user5941@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5942,Person 5942,81,user5942@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5943,Person 5943,46,user5943@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5944,Person 5944,91,user5944@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5945,Person 5945,-19,user5945@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5946,Person 5946,91,user5946@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5947,Person 5947,89,user5947@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5948,Person 5948,83,user5948@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5949,Person 5949,62,user5949@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5950,Person 5950,38,user5950@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5951,Person 5951,987,user5951@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5952,Person 5952,39,user5952@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5953,Person 5953,28,user5953@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5954,Person 5954,27,user5954@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5955,Person 5955,34,user5955@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5956,Person 5956,43,user5956@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5957,Person 5957,47,user5957@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
5958,Person 5958,31,user5958@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5959,Person 5959,43,user5959@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5960,Person 5960,61,user5960@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5961,Person 5961,74,user5961@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5962,Person 5962,76,user5962@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5963,Person 5963,58,user5963@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5964,Person 5964,34,user5964-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5965,Person 5965,32,user5965@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5966,Person 5966,62,user5966-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5967,Person 5967,65,user5967-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5968,Person 5968,20,user5968@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5969,Person 5969,71,user5969@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
5970,Person 5970,61,user5970@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5971,Person 5971,29,user5971@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5972,Person 5972,41,user5972-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5973,Person 5973,48,user5973@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5974,Person 5974,18,user5974@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5975,Person 5975,48,user5975@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5976,Person 5976,56,user5976@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5977,Person 5977,46,user5977@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5978,Person 5978,29,user5978@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5979,Person 5979,36,user5979@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5980,Person 5980,60,user5980@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5981,Person 5981,44,user5981@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5982,Person 5982,56,user5982@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5983,Person 5983,65,user5983@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5984,Person 5984,19,user5984@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5985,Person 5985,67,user5985@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5986,Person 5986,52,user5986@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5987,Person 5987,39,user5987-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5988,Person 5988,35,user5988@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
5989,Person 5989,67,user5989@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5990,Person 5990,32,user5990@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5991,Person 5991,63,user5991@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5992,Person 5992,55,user5992@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5993,Person 5993,23,user5993@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5994,Person 5994,45,user5994@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
5995,Person 5995,23,user5995@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
5996,Person 5996,66,user5996@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
5997,Person 5997,39,user5997@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
5998,Person 5998,47,user5998@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
5999,Person 5999,25,user5999@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6000,Person 6000,85,user6000@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6001,Person 6001,68,user6001@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6002,Person 6002,53,user6002@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6003,Person 6003,51,user6003@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6004,Person 6004,58,user6004@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6005,Person 6005,59,user6005@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
6006,Person 6006,,user6006@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6007,Person 6007,,user6007@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6008,Person 6008,36,user6008@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6009,Person 6009,41,user6009@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6010,Person 6010,439,user6010@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6011,Person 6011,85,user6011@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6012,Person 6012,23,user6012@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6013,Person 6013,794,user6013@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6014,Person 6014,21,user6014-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6015,Person 6015,40,user6015@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6016,Person 6016,31,user6016@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6017,Person 6017,45,user6017@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6018,Person 6018,39,user6018@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6019,Person 6019,22,user6019@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6020,Person 6020,,user6020@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6021,Person 6021,54,user6021@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
6022,Person 6022,56,user6022@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6023,Person 6023,58,user6023@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6024,Person 6024,49,user6024@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6025,Person 6025,25,user6025@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6026,Person 6026,-29,user6026@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6027,Person 6027,52,user6027@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6028,Person 6028,46,user6028@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6029,Person 6029,54,user6029@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6030,Person 6030,36,user6030@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6031,Person 6031,27,user6031@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6032,Person 6032,,user6032@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6033,Person 6033,997,user6033@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6034,Person 6034,54,user6034@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6035,Person 6035,25,user6035@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6036,Person 6036,50,user6036-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6037,Person 6037,43,user6037@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6038,Person 6038,51,user6038@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6039,Person 6039,37,user6039@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6040,Person 6040,25,user6040@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6041,Person 6041,76,user6041@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
6042,Person 6042,49,user6042@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6043,Person 6043,86,user6043@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6044,Person 6044,84,user6044@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6045,Person 6045,72,user6045@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6046,Person 6046,55,user6046-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6047,Person 6047,19,user6047@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6048,Person 6048,74,user6048@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6049,Person 6049,39,user6049@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6050,Person 6050,69,user6050@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6051,Person 6051,85,user6051@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6052,Person 6052,91,user6052@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6053,Person 6053,82,user6053@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6054,Person 6054,51,user6054@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6055,Person 6055,69,user6055@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6056,Person 6056,54,user6056@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6057,Person 6057,,user6057@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6058,Person 6058,44,user6058@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6059,Person 6059,53,user6059@example.com,2024-06-01,2024-01-01,MODERN,STREAM,APAC
6060,Person 6060,20,user6060@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6061,Person 6061,69,user6061@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6062,Person 6062,48,user6062@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6063,Person 6063,89,user6063@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6064,Person 6064,74,user6064@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6065,Person 6065,379,user6065@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6066,Person 6066,84,user6066@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6067,Person 6067,91,user6067@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6068,Person 6068,91,user6068@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6069,Person 6069,61,user6069@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6070,Person 6070,67,user6070@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6071,Person 6071,600,user6071@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6072,Person 6072,86,user6072@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6073,Person 6073,29,user6073@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6074,Person 6074,,user6074@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6075,Person 6075,21,user6075@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6076,Person 6076,31,user6076@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6077,Person 6077,83,user6077@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6078,Person 6078,21,user6078@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6079,Person 6079,71,user6079@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6080,Person 6080,36,user6080@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6081,Person 6081,86,user6081@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6082,Person 6082,38,user6082@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6083,Person 6083,32,user6083@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6084,Person 6084,38,user6084@example.com,2024-06-01,2024-01-01,MODERN,STREAM,EU
6085,Person 6085,89,user6085@example.com,2024-06-01,2024-01-01,MODERN,STREAM,US
6086,Person 6086,85,user6086@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6087,Person 6087,-34,user6087@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6088,Person 6088,47,user6088@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6089,Person 6089,40,user6089@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6090,Person 6090,57,user6090@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6091,Person 6091,59,user6091@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6092,Person 6092,87,user6092@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6093,Person 6093,65,user6093@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6094,Person 6094,40,user6094@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6095,Person 6095,43,user6095@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6096,Person 6096,48,user6096@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6097,Person 6097,30,user6097@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6098,Person 6098,18,user6098@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6099,Person 6099,25,user6099@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6100,Person 6100,32,user6100@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6101,Person 6101,84,user6101@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6102,Person 6102,-35,user6102@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6103,Person 6103,26,user6103@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6104,Person 6104,42,user6104@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6105,Person 6105,19,user6105@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6106,Person 6106,70,user6106@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6107,Person 6107,42,user6107@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6108,Person 6108,46,user6108@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6109,Person 6109,19,user6109@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6110,Person 6110,922,user6110@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6111,Person 6111,55,user6111@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6112,Person 6112,59,user6112@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6113,Person 6113,82,user6113@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6114,Person 6114,82,user6114@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6115,Person 6115,38,user6115@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6116,Person 6116,40,user6116@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,EU
6117,Person 6117,,user6117@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6118,Person 6118,86,user6118@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6119,Person 6119,84,user6119-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6120,Person 6120,91,user6120@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6121,Person 6121,26,user6121@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6122,Person 6122,65,user6122@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6123,Person 6123,52,user6123@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6124,Person 6124,29,user6124@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6125,Person 6125,31,user6125@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6126,Person 6126,68,user6126@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6127,Person 6127,88,user6127@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6128,Person 6128,,user6128@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6129,Person 6129,63,user6129@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6130,Person 6130,51,user6130@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6131,Person 6131,79,user6131@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6132,Person 6132,31,user6132@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6133,Person 6133,74,user6133@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6134,Person 6134,67,user6134@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6135,Person 6135,55,user6135@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6136,Person 6136,-31,user6136@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6137,Person 6137,79,user6137@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6138,Person 6138,35,user6138@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6139,Person 6139,26,user6139@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6140,Person 6140,52,user6140@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6141,Person 6141,45,user6141@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6142,Person 6142,55,user6142-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6143,Person 6143,622,user6143@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6144,Person 6144,90,user6144@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6145,Person 6145,762,user6145@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6146,Person 6146,33,user6146@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6147,Person 6147,75,user6147@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6148,Person 6148,32,user6148@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6149,Person 6149,79,user6149@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6150,Person 6150,83,user6150-example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6151,Person 6151,20,user6151@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6152,Person 6152,90,user6152@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6153,Person 6153,55,user6153@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6154,Person 6154,32,user6154@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6155,Person 6155,-30,user6155@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6156,Person 6156,60,user6156@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6157,Person 6157,-11,user6157@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6158,Person 6158,37,user6158@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6159,Person 6159,52,user6159@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6160,Person 6160,45,user6160@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6161,Person 6161,64,user6161@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6162,Person 6162,35,user6162@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6163,Person 6163,87,user6163@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6164,Person 6164,35,user6164-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6165,Person 6165,49,user6165@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6166,Person 6166,26,user6166@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6167,Person 6167,24,user6167@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6168,Person 6168,40,user6168@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6169,Person 6169,19,user6169@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6170,Person 6170,47,user6170@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6171,Person 6171,53,user6171@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6172,Person 6172,85,user6172@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6173,Person 6173,84,user6173@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6174,Person 6174,77,user6174@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6175,Person 6175,85,user6175@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6176,Person 6176,32,user6176@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6177,Person 6177,52,user6177@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,US
6178,Person 6178,67,user6178@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6179,Person 6179,56,user6179@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6180,Person 6180,49,user6180-example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6181,Person 6181,78,user6181@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6182,Person 6182,30,user6182@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6183,Person 6183,19,user6183@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6184,Person 6184,18,user6184@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6185,Person 6185,77,user6185@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6186,Person 6186,32,user6186@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6187,Person 6187,80,user6187@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6188,Person 6188,28,user6188@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6189,Person 6189,39,user6189@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6190,Person 6190,91,user6190@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6191,Person 6191,36,user6191@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,APAC
6192,Person 6192,42,user6192@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6193,Person 6193,80,user6193@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6194,Person 6194,78,user6194@example.com,2024-01-01,2024-06-01,LEGACY_A,BATCH,UK
6195,Person 6195,41,user6195@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6196,Person 6196,67,user6196@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6197,Person 6197,69,user6197@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6198,Person 6198,39,user6198@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6199,Person 6199,62,user6199@example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
6200,Person 6200,58,user6200@example.com,2024-01-01,2024-06-01,MODERN,STREAM,EU
6201,Person 6201,62,user6201@example.com,2024-01-01,2024-06-01,MODERN,STREAM,US
6202,Person 6202,20,user6202@example.com,2024-01-01,2024-06-01,MODERN,STREAM,UK
6203,Person 6203,21,user6203-example.com,2024-01-01,2024-06-01,MODERN,STREAM,APAC
